case:court:code	PENDENTES-CRIMINAL-2015	PENDENTES-CRIMINAL-2016	PENDENTES-CRIMINAL-2017	PENDENTES-CRIMINAL-2018	PENDENTES-CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2015	PENDENTES-NÃO CRIMINAL-2016	PENDENTES-NÃO CRIMINAL-2017	PENDENTES-NÃO CRIMINAL-2018	PENDENTES-NÃO CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2020	SUSPENSOS-CONHECIMENTO-2015	SUSPENSOS-CONHECIMENTO-2016	SUSPENSOS-CONHECIMENTO-2017	SUSPENSOS-CONHECIMENTO-2018	SUSPENSOS-CONHECIMENTO-2019	SUSPENSOS-CONHECIMENTO-2020	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2015	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2016	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2017	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2018	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2015	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2016	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2017	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2018	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2020	RECURSOS INTERNOS-CONHECIMENTO-2018	RECURSOS INTERNOS-CONHECIMENTO-2019	RECURSOS INTERNOS-CONHECIMENTO-2020	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2017	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2018	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2019	Tipo	Classificação	Município
17582	0	0	0	0	0	7446	6319	5890	5629	4864	0	0	298	301	355	406	0	534	65	38	724	1201	282	2193	2134	2226	1841	0	79	265	0	179	539	959	UJ1	V - VARA;	SAO PAULO
17583	0	0	0	0	0	5618	6111	4746	4070	3305	0	0	75	74	72	80	0	335	252	445	744	915	1453	1449	1415	1076	1049	0	0	3	0	901	934	949	UJ1	V - VARA;	SAO PAULO
17584	0	0	0	0	0	4274	4060	3824	3648	3608	0	0	473	764	897	1001	0	434	737	546	486	739	687	838	1009	1027	1003	0	24	41	0	648	767	943	UJ1	V - VARA;	SAO PAULO
17585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	V - VARA;	SAO SEBASTIAO
17587	624	695	721	577	314	567	395	363	47	101	0	0	10	55	94	159	0	208	215	251	299	284	239	218	202	189	180	0	10	8	0	66	124	229	UJ1	V - VARA;	FLORIDA PAULISTA
17588	272	266	276	361	364	1	0	0	0	0	0	7	11	28	76	152	119	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	UJ1	V - VARA;	GURUPI
17593	0	0	0	0	0	952	1091	1121	1099	1102	0	28	30	23	30	37	0	243	238	165	119	112	2413	2522	2429	3862	3143	0	35	57	0	1022	2362	3503	UJ1	V - VARA;	MANAUS
17595	0	0	0	0	0	1522	3496	4173	4892	4018	0	493	637	711	60	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	MANAUS
17613	0	0	0	0	0	916	1259	1125	1051	1283	0	83	140	151	134	163	0	230	256	235	220	258	0	2	5	8	4	0	2	68	0	159	144	376	UJ1	V - VARA;	SALVADOR
17614	684	968	898	876	896	0	0	0	0	0	0	140	162	148	201	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	SALVADOR
17615	0	0	0	0	0	212	282	259	227	350	0	40	42	40	61	74	0	187	198	130	119	105	664	836	871	942	1099	0	1	3	0	252	302	456	UJ1	V - VARA;	SALVADOR
17616	0	2	0	0	0	231	282	266	263	455	0	43	52	48	55	73	0	144	156	82	54	69	838	1025	1100	1101	1208	0	1	4	0	401	525	574	UJ1	V - VARA;	SALVADOR
17618	0	0	0	0	0	237	360	366	330	748	0	49	49	53	42	81	0	210	252	159	115	92	669	855	949	1041	1142	0	0	0	0	221	206	368	UJ1	V - VARA;	SALVADOR
17619	0	2	0	0	0	1020	1266	1226	1400	1799	0	37	15	23	24	35	0	572	648	667	659	639	0	0	0	0	3	0	0	78	0	120	217	179	UJ1	V - VARA;	SALVADOR
17624	0	1	0	0	0	1092	1226	1410	1394	1990	0	74	81	70	77	97	0	212	228	221	204	166	4287	4576	4128	5705	4785	0	8	16	0	441	744	1243	UJ1	V - VARA;	BRASÍLIA
17626	0	0	0	0	0	3503	3828	4092	3618	3919	0	137	189	200	261	536	0	1031	1191	1227	1346	1158	8	10	11	12	10	0	103	403	0	732	565	1634	UJ1	V - VARA;	BRASÍLIA
17627	0	2	3	4	2	1899	1846	1451	1410	1410	0	181	172	102	112	153	0	961	947	961	856	842	2	2	6	4	4	0	55	227	0	712	799	991	UJ1	V - VARA;	BRASÍLIA
17628	0	0	0	0	0	1473	1885	2290	2346	2736	0	165	218	230	264	183	0	836	916	1129	1005	1028	8	0	2	7	4	0	104	358	0	617	657	750	UJ1	V - VARA;	BRASÍLIA
17629	0	1	1	1	1	2047	2511	3140	3222	3742	0	86	90	122	136	167	0	313	326	1084	463	568	1	2	2	2	3	0	74	218	0	136	127	730	UJ1	V - VARA;	BRASÍLIA
17630	0	1	1	0	0	944	1020	1061	1131	1878	0	364	377	382	343	465	0	169	174	169	152	154	4856	5151	4025	5393	4739	0	4	9	0	225	265	345	UJ1	V - VARA;	BRASÍLIA
17631	0	1	1	0	0	1010	1049	1032	812	1060	0	104	107	111	73	94	0	124	153	158	178	119	4386	3679	3318	4746	4271	0	17	23	0	392	448	516	UJ1	V - VARA;	BRASÍLIA
17632	0	0	0	0	0	2038	2578	3276	3745	4782	0	559	550	582	632	829	0	817	1542	1596	1657	1842	4	5	5	9	8	0	65	334	0	1188	1160	7550	UJ1	V - VARA;	BRASÍLIA
17633	0	1	0	0	0	2367	2754	2898	2848	3184	0	200	292	276	279	350	0	940	954	2023	1922	1895	3	10	10	12	14	0	85	349	0	424	593	1121	UJ1	V - VARA;	BRASÍLIA
17634	0	0	0	0	0	2708	2966	2777	2083	2369	0	87	166	104	158	95	0	536	464	488	470	912	3	16	15	6	4	0	56	205	0	329	280	889	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BRASÍLIA
17635	0	0	0	0	0	4183	8509	7704	8763	7470	0	218	772	320	126	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	BRASÍLIA
17636	0	0	0	0	0	2150	2494	3077	2711	3352	0	140	189	156	296	58	0	1096	1304	1424	1577	1809	4	4	14	8	7	0	64	209	0	482	854	490	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BRASÍLIA
17637	0	0	1	1	0	2462	2732	3022	3142	3983	0	155	178	186	222	66	0	1001	1046	1190	1125	1150	1	3	3	5	6	0	119	485	0	598	583	1663	UJ1	V - VARA;	BRASÍLIA
17638	0	0	0	0	1	2541	2887	3703	3888	4273	0	175	158	151	159	180	0	1377	1429	1513	1258	1536	0	2	2	3	6	0	154	386	0	535	511	745	UJ1	V - VARA;	BRASÍLIA
17639	0	1	0	0	0	1987	2223	2390	2636	2681	0	73	73	98	92	106	0	513	540	543	539	480	3	6	1	0	2	0	128	265	0	320	365	610	UJ1	V - VARA;	BRASÍLIA
17640	0	1	0	0	1	3147	3509	4128	4080	4019	0	276	428	476	497	494	0	1125	1162	1184	1190	1139	1	8	10	11	11	0	135	378	0	664	629	12720	UJ1	V - VARA;	BRASÍLIA
17641	228	244	260	208	164	3497	4410	4852	5266	5264	0	1285	1575	1651	1698	1697	0	133	163	188	213	196	223	376	455	600	608	0	49	93	0	105	169	154	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ANAPOLIS
17644	0	0	0	0	0	657	748	758	676	875	0	51	41	34	31	36	0	145	166	150	144	235	1934	2711	2927	3478	3420	0	12	8	0	202	264	437	UJ1	V - VARA;	GOIANIA
17645	668	1117	797	755	673	0	0	0	0	0	0	191	143	192	170	170	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	GOIANIA
17646	0	0	0	0	0	507	552	486	344	389	0	105	95	45	17	29	0	127	136	163	147	134	1767	2613	2729	2864	2890	0	11	14	0	213	270	514	UJ1	V - VARA;	GOIANIA
17662	0	0	0	0	0	2882	5054	5707	5425	2352	0	2592	2961	3042	730	747	0	0	0	0	0	0	0	0	0	0	0	0	75	77	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	BELO HORIZONTE
17663	0	3	2	2	1	1614	1821	1592	1583	1851	0	315	343	345	332	340	0	2021	2023	2028	1545	2037	3	3	2	4	8	0	55	179	0	1030	818	2279	UJ1	V - VARA;	BELO HORIZONTE
17665	0	0	0	0	0	897	1419	1330	1210	1298	0	116	133	153	130	163	0	325	337	320	391	528	0	1	5	11	14	0	53	168	0	228	200	673	UJ1	V - VARA;	BELO HORIZONTE
17666	0	0	0	0	0	1458	1857	1741	1613	1956	0	91	140	144	148	446	0	794	938	991	984	1168	3	5	8	20	25	0	59	142	0	590	530	1208	UJ1	V - VARA;	BELO HORIZONTE
17667	0	0	0	0	0	588	1137	950	840	916	0	148	190	179	71	87	0	481	507	463	395	461	12	15	17	17	24	0	45	118	0	343	288	1057	UJ1	V - VARA;	BELO HORIZONTE
17668	0	1	0	0	0	1053	1396	1559	1747	2035	0	166	196	205	187	314	0	452	476	466	430	499	0	0	0	0	0	0	39	79	0	322	201	627	UJ1	V - VARA;	BELO HORIZONTE
17669	0	0	0	0	0	581	1024	899	868	1199	0	199	195	228	81	143	0	455	489	481	425	491	2	15	28	28	23	0	59	116	0	478	328	583	UJ1	V - VARA;	BELO HORIZONTE
17670	0	0	1	0	0	1569	2069	2202	2440	2574	0	360	401	406	181	244	0	377	405	394	398	420	2	3	6	8	8	0	48	167	0	295	208	725	UJ1	V - VARA;	BELO HORIZONTE
17671	0	0	0	0	0	819	1261	1073	981	1002	0	167	203	229	125	242	0	669	704	704	762	846	1	2	5	9	13	0	33	88	0	600	569	968	UJ1	V - VARA;	BELO HORIZONTE
17672	0	0	0	0	0	989	1415	1403	1237	1232	0	138	136	154	164	201	0	768	762	709	678	743	1	1	3	7	19	0	36	121	0	622	499	980	UJ1	V - VARA;	BELO HORIZONTE
17673	0	0	0	0	0	1151	1485	1494	1645	2018	0	155	190	224	244	190	0	473	492	468	467	476	1	4	7	8	8	0	33	101	0	343	363	1540	UJ1	V - VARA;	BELO HORIZONTE
17674	0	0	1	1	1	798	880	899	951	1218	0	274	292	308	286	290	0	161	180	158	158	159	1382	1751	1748	2183	2318	0	20	27	0	374	388	422	UJ1	V - VARA;	BELO HORIZONTE
17675	0	0	0	0	0	728	908	874	898	1187	0	123	141	157	128	130	0	164	194	195	165	140	1468	1863	1896	2358	2588	0	35	46	0	607	574	663	UJ1	V - VARA;	BELO HORIZONTE
17676	0	0	0	0	0	508	622	651	652	865	0	25	37	59	62	68	0	232	250	253	254	195	1338	1726	1750	2219	2301	0	37	40	0	651	676	787	UJ1	V - VARA;	BELO HORIZONTE
17677	0	0	0	0	0	630	716	757	761	960	0	37	38	41	40	56	0	127	132	126	71	137	1410	1798	1835	2250	2418	0	29	38	0	386	348	390	UJ1	V - VARA;	BELO HORIZONTE
17678	0	0	0	0	0	238	358	469	483	554	0	6	9	8	7	18	0	86	94	82	76	79	1033	1412	1456	1880	1957	0	35	52	0	611	588	680	UJ1	V - VARA;	BELO HORIZONTE
17679	0	0	0	0	0	1204	1610	1443	1480	1692	0	269	340	364	378	362	0	507	518	501	463	537	7	9	18	22	30	0	35	120	0	377	357	1088	UJ1	V - VARA;	BELO HORIZONTE
17680	0	0	0	0	0	3613	5760	6132	6161	2751	0	3141	3544	3873	2359	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	BELO HORIZONTE
17681	0	0	0	0	0	2783	4293	4945	3006	1375	0	2657	3064	3403	128	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	BELO HORIZONTE
17683	0	0	0	0	0	1135	1466	1221	1378	1591	0	193	218	237	139	238	0	533	542	531	494	890	6	10	11	13	21	0	37	120	0	418	272	1406	UJ1	V - VARA;	BELO HORIZONTE
17684	0	0	0	0	0	682	1100	1012	1112	1456	0	110	126	145	109	275	0	410	427	429	683	792	2	6	15	19	21	0	30	84	0	370	444	1177	UJ1	V - VARA;	BELO HORIZONTE
17685	0	0	0	0	0	1084	1561	1607	1684	0	0	253	285	295	224	0	0	769	815	752	714	0	0	2	5	4	0	0	38	59	0	502	449	0	UJ1	V - VARA;	BELO HORIZONTE
17686	1518	1672	1316	1390	1144	0	0	0	0	0	0	398	384	388	410	377	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BELO HORIZONTE
17693	1	3	1	4	1	2193	3833	4378	4130	1741	0	2390	2167	2421	1850	643	0	0	0	0	0	0	0	0	0	0	0	0	233	356	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	JUIZ DE FORA
17694	7	3	4	8	11	6566	8000	7661	7457	6391	0	4095	4209	4194	4343	3376	0	0	0	0	0	0	0	0	0	0	0	0	88	150	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	JUIZ DE FORA
17709	19	6	7	5	6	28867	32065	31792	31289	9621	0	23435	23684	23792	23873	177	0	0	0	0	0	0	0	0	0	0	0	0	25	206	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	UBERLANDIA
17717	0	1	0	0	0	531	611	547	436	644	0	38	40	45	39	50	0	120	135	145	146	94	2956	4645	4861	7216	5300	0	26	40	0	508	616	707	UJ1	V - VARA;	CUIABA
17718	723	788	725	681	490	0	0	0	0	0	0	42	51	57	59	90	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CUIABA
17720	0	0	1	1	2	1323	1659	1831	1996	1949	0	310	66	131	144	55	0	114	192	216	284	115	11	19	25	25	20	0	34	183	0	22	42	51	UJ1	V - VARA;	CUIABA
17722	0	2	1	2	0	2200	4265	4517	5148	3470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	RONDONOPOLIS
17726	0	0	0	0	0	2380	4488	4859	4349	4210	0	1910	2372	2414	701	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	BELEM
17729	0	1	0	0	0	397	593	575	512	755	0	99	143	143	84	103	0	37	40	45	40	36	1553	1717	1831	2019	2035	0	53	59	0	1020	1116	1246	UJ1	V - VARA;	BELEM
17730	0	0	0	0	0	381	519	492	442	488	0	60	41	42	33	34	0	90	105	89	77	91	1384	1577	1731	1882	1884	0	23	28	0	911	1024	1056	UJ1	V - VARA;	BELEM
17744	0	1	1	0	0	475	523	545	530	715	0	69	63	64	69	91	0	90	105	105	96	90	1307	1519	1646	1985	2123	0	4	7	0	368	351	527	UJ1	V - VARA;	TERESINA
17745	0	0	0	0	0	10238	15441	15475	14518	12351	0	1594	3262	3583	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	TERESINA
17760	0	0	0	0	0	643	542	436	337	414	307	60	63	61	50	45	52	29	57	45	52	57	0	0	0	0	0	0	34	6	20	9	14	24	UJ1	V - VARA;	RIO DE JANEIRO
17761	0	0	0	0	0	1076	1087	1259	1506	1773	1895	180	149	19	10	117	209	0	0	0	0	0	0	0	0	0	0	0	7	5	36	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	RIO DE JANEIRO
17762	0	0	0	0	0	691	514	379	391	398	267	49	92	119	104	92	66	33	34	26	29	25	0	0	0	0	0	0	38	28	22	8	6	6	UJ1	JE - JUIZADO ESPECIAL;	RIO DE JANEIRO
17763	0	0	0	0	0	549	296	302	255	243	218	83	90	80	111	108	131	15	85	51	27	47	2	0	0	0	0	0	40	19	38	13	17	25	UJ1	JE - JUIZADO ESPECIAL;	RIO DE JANEIRO
17764	0	0	0	0	0	547	623	609	734	1547	1790	72	66	48	51	85	252	462	479	436	632	868	0	0	0	0	0	0	34	35	103	218	272	294	UJ1	V - VARA;	RIO DE JANEIRO
17766	0	0	0	0	0	665	735	787	817	1457	1590	74	150	187	134	161	411	366	475	494	630	706	0	0	0	0	0	0	39	69	126	259	294	300	UJ1	V - VARA;	RIO DE JANEIRO
17767	0	0	0	0	0	2008	1982	1634	1405	2232	2431	44	65	68	56	57	79	626	824	815	938	916	0	0	0	0	0	0	85	132	223	314	304	237	UJ1	V - VARA;	RIO DE JANEIRO
17768	0	0	0	0	0	1080	1153	990	1190	2242	2249	55	69	80	83	122	282	1125	1019	906	1047	1143	0	0	0	0	0	0	72	86	193	304	212	193	UJ1	V - VARA;	RIO DE JANEIRO
17769	21	13	10	8	0	1631	2644	3704	3592	3556	2836	424	600	795	8	36	457	1	1	1	1	1	0	0	0	0	0	0	43	26	60	0	0	1	UJ1	JE - JUIZADO ESPECIAL;	SAO GONCALO
17772	0	0	0	261	0	4671	5322	5856	1674	3463	7804	0	0	0	436	162	1285	0	0	0	515	0	0	0	0	583	0	0	1	5	5	0	327	0	UJ1	JE - JUIZADO ESPECIAL;	ARACATUBA
17773	0	0	0	0	0	0	0	0	2265	0	41	0	0	0	556	0	0	0	0	0	108	0	0	0	0	6	0	13	2	0	0	0	12	0	AADJ	CC - CENTRAIS DE CONCILIAÇÃO;	ARARAQUARA
17775	0	0	0	0	0	0	0	0	0	1222	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	CAMPO GRANDE
17776	0	0	0	0	0	0	0	0	0	1263	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	CAMPO GRANDE
17777	0	0	0	0	0	0	0	0	0	1251	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	CAMPO GRANDE
17781	0	0	0	0	0	3859	4733	5510	1925	4854	6258	0	0	0	226	64	908	0	0	0	920	0	0	0	0	0	0	0	5	5	10	0	218	0	UJ1	JE - JUIZADO ESPECIAL;	TAUBATE
17782	0	0	0	0	0	1840	2152	2790	3966	3889	3700	15	17	53	85	205	142	0	0	0	0	0	0	0	0	0	0	0	28	54	38	0	0	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CASCAVEL
17783	0	0	0	0	0	15132	16613	16835	17641	17423	20225	13946	15359	15959	16229	16183	18814	0	8	29	149	270	0	84	167	584	621	633	67	83	30	84	225	389	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CURITIBA
17784	14	48	28	26	19	23089	22862	25247	23284	17483	18072	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	UJ1	TR - TURMA RECURSAL;	CURITIBA
17785	0	0	0	0	0	6745	4375	4479	4074	4338	4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	CURITIBA
17786	0	0	0	0	0	2410	2710	2611	3536	4663	4548	187	236	512	562	668	382	1394	1323	99	164	577	1	1	0	0	0	0	19	53	105	606	575	148	UJ1	V - VARA;	CURITIBA
17787	0	0	0	0	0	6198	3801	4007	3339	2569	2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	CURITIBA
17788	0	0	0	0	0	3160	3123	3063	3002	3625	3955	24	30	67	175	304	343	0	0	0	0	2	0	0	0	0	0	0	85	78	71	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	CURITIBA
17789	0	0	0	0	0	2220	2257	2647	2874	2667	4180	0	6	76	199	400	581	8	8	1	2	6	0	0	0	0	0	0	25	23	18	1	0	4	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	FOZ DO IGUACU
17791	0	0	0	0	0	3472	3434	2592	3208	3658	4845	10	6	12	23	157	172	66	52	0	3	19	0	0	0	0	0	0	18	20	27	10	4	25	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	GUARAPUAVA
17792	0	0	0	0	0	2447	1862	1783	2041	626	353	8	5	33	139	58	38	224	248	80	77	100	0	0	0	0	0	0	31	35	25	84	86	119	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	PONTA GROSSA
17793	0	0	0	0	0	1787	1644	1474	1656	2920	3758	6	7	64	68	193	219	249	226	117	127	93	0	0	0	0	0	0	25	29	38	91	61	39	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	PONTA GROSSA
17794	0	0	0	0	0	4995	2552	3447	4566	4941	3188	51	23	175	131	114	135	0	76	83	38	6	0	0	0	0	0	0	44	56	80	11	9	0	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CANOAS
17795	0	0	0	0	0	4935	5530	5699	6873	6948	6287	151	176	361	653	665	941	827	736	179	132	134	0	0	0	0	0	0	70	114	115	351	179	77	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CANOAS
17796	135	88	32	11	3	11224	11580	13009	12747	2833	3675	7789	8639	10334	10186	995	2059	730	779	329	253	206	654	822	770	752	456	323	215	62	49	68	60	73	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CANOAS
17797	0	0	0	0	0	5530	6656	2901	2264	4206	3399	21	18	60	29	1058	455	2	18	0	0	27	0	0	0	0	0	0	59	25	44	0	4	29	UJ1	JE - JUIZADO ESPECIAL;	CAXIAS DO SUL
17798	2	1	0	0	0	6279	7364	3078	2305	4259	4671	4957	5272	762	64	1094	522	0	18	1	0	27	0	0	0	0	0	0	58	46	64	1	3	27	UJ1	JE - JUIZADO ESPECIAL;	CAXIAS DO SUL
17799	0	0	0	0	0	6863	7971	10467	11209	808	779	5394	5690	7407	8506	168	158	0	8	270	277	172	0	0	717	812	0	0	65	28	24	160	137	123	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CAXIAS DO SUL
17800	0	0	0	0	0	2233	2950	3387	3564	2163	2478	3	4	38	59	90	33	0	0	0	0	10	0	0	0	0	0	0	30	27	36	0	0	3	UJ1	JE - JUIZADO ESPECIAL;	ERECHIM
17803	0	0	0	0	0	7592	3	6285	377	392	306	44	0	5	60	53	37	207	0	45	82	135	0	0	0	0	0	0	27	36	16	4	7	31	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	GRAVATAI
17804	0	0	0	0	0	13951	12811	11830	11843	3936	4303	17	93	272	469	259	292	9	1	0	0	84	0	0	0	0	1	0	309	38	60	0	0	165	UJ1	JE - JUIZADO ESPECIAL;	NOVO HAMBURGO
17805	0	0	0	0	0	2775	2312	3090	3506	4553	4363	33	33	55	77	376	372	0	0	0	0	46	0	0	0	0	0	0	64	62	95	0	0	80	UJ1	JE - JUIZADO ESPECIAL;	PASSO FUNDO
17806	0	0	0	0	0	5766	4998	3883	3174	3834	3284	99	74	190	235	312	381	282	202	61	39	35	0	0	0	0	0	0	30	16	23	64	30	18	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	PELOTAS
17807	0	0	0	0	0	4188	2753	2545	3733	3956	4034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	PORTO ALEGRE
17808	0	0	0	0	0	7732	3386	2763	2902	3411	3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	PORTO ALEGRE
17809	0	0	0	0	0	9051	7701	3809	4696	5610	4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	PORTO ALEGRE
17810	0	0	0	0	0	5438	3722	3141	3643	4794	5194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	PORTO ALEGRE
17811	0	0	0	0	0	2498	2062	1896	1957	2526	2241	6	16	77	108	205	254	7	4	0	0	0	0	0	0	0	0	0	40	22	28	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	PORTO ALEGRE
17812	0	0	0	0	0	3811	3989	2278	2707	5908	5891	26	32	95	142	630	888	0	0	0	0	439	0	0	0	0	1	2	41	24	42	0	0	179	UJ1	JE - JUIZADO ESPECIAL;	PORTO ALEGRE
17814	0	0	0	0	0	1674	1384	1814	2284	613	531	17	83	282	406	83	37	0	0	1	0	355	0	0	0	0	0	0	31	67	30	0	0	167	UJ1	JE - JUIZADO ESPECIAL;	CRICIUMA
17816	0	0	0	0	0	9340	5164	4413	4310	4060	4010	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	FLORIANOPOLIS
17817	0	0	0	0	0	13247	6304	2808	3357	4403	4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	FLORIANOPOLIS
17818	0	0	0	0	0	1833	1069	7185	7614	3636	5170	3	4	3963	4089	458	563	0	0	1	0	54	0	0	0	0	0	0	41	45	73	0	0	33	UJ1	JE - JUIZADO ESPECIAL;	FLORIANOPOLIS
17819	16	17	18	20	22	14195	15021	14667	17247	13018	15611	8	8	8	6	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	FLORIANOPOLIS
17820	0	0	0	0	0	3756	6482	6509	6851	1384	2389	1974	4760	5459	5567	163	335	0	1474	1182	1212	1201	0	485	555	682	630	590	43	58	40	1294	1421	1166	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ITAJAI
17821	0	0	0	0	0	2467	6392	6553	6810	1472	2433	255	4701	5127	5243	204	641	2712	1555	1240	1257	1251	890	505	544	647	648	620	36	43	58	1235	1341	1323	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ITAJAI
17822	0	0	0	0	0	6788	8341	8808	8921	9094	10100	5601	6972	7618	7995	8028	8716	1179	1451	1224	1356	1363	437	464	562	590	572	534	28	17	21	1345	1630	1619	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	JOINVILLE
17823	0	0	0	0	0	6259	5904	7737	8911	6669	6193	1004	1104	1178	59	85	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	UJ1	V - VARA;	JOAO PESSOA
17824	0	0	0	2	0	17820	20808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UJ1	TR - TURMA RECURSAL;	JOAO PESSOA
