breadscrum,cod_item,cod_item_pai,nome
14:5986:5990:5992:10544,10544,5992,Constitucionalidade do artigo 4º da LC 118/05
14:5986:5990:5992:10545,10545,5992,Constitucionalidade do artigo 46 da Lei 8212/91
14:5986:5990:5992:10546,10546,5992,Suspensão
14:5986:5990:5992:10547,10547,5992,Interrupção
14:5986:5990:5992:10548,10548,5992,Decretação de Ofício
14:5986:5990:5992:10546:10549,10549,10546,Arquivamento Administrativo - Crédito de Pequeno Valor
14:5986:5990:5992:10547:10550,10550,10547,Despacho de Citação
14:5986:5990:5993:10551,10551,5993,Constitucionalidade do artigo 45 da Lei 8212/91
14:5986:6008:10556,10556,6008,Exclusão - ICMS
14:5986:6008:10557,10557,6008,Exclusão - IPI
14:5986:6008:10558,10558,6008,Exclusão - Receitas Provenientes de Exportação
14:5986:6008:10559,10559,6008,Cálculo de ICMS &quot;por dentro&quot;
14:6021:10560,10560,6021,Quebra de Sigilo Bancário
14:6031:6033:10561,10561,6033,PIS - Importação
14:6031:6033:10562,10562,6033,COFINS - Importação
14:6031:6033:6036:10563,10563,6036,Compensação de Prejuízo
864:1697:10564,10564,1697,Contribuição Sindical Rural
14:6031:6044:10565,10565,6044,Contribuição Sindical Rural
195:6094:10567,10567,6094,Aposentadoria por Invalidez Acidentária
864:10568,10568,864,Prescrição
864:10568:10569,10569,10568,Rural
864:10568:10570,10570,10568,FGTS
864:10568:10571,10571,10568,Acidente de Trabalho
9985:10157:10158:10159:10572,10572,10159,Termo de Adesão da LC 110/2001
8826:9148:10573,10573,9148,Prisão Civil
899:5626:10577,10577,5626,Relações de Parentesco
899:7681:7691:10582,10582,7691,Rescisão / Resolução
899:7681:7691:7699:10585,10585,7699,Capitalização / Anatocismo
899:7681:7691:7699:10586,10586,7699,Limitação de Juros
9985:9986:10587,10587,9986,Proteção da Intimidade e Sigilo de Dados
899:7681:9580:4839:10588,10588,4839,Vícios de Construção
9985:10120:10589,10589,10120,Juros Compensatórios
899:7681:9580:4805:10590,10590,4805,Resgate de Contribuição
9985:10324:10337:10591,10591,10337,Inclusão de Dependente
899:7681:7690:10592,10592,7690,Desconto em folha de pagamento
9985:10324:10337:10593,10593,10337,Remuneração Mínima
899:10432:10448:10463:10595,10595,10463,Multa
9985:10324:10337:10596,10596,10337,Auxílio-invalidez
1156:7771:7617:10598,10598,7617,Cobrança indevida de ligações 
1209:4263:4264:10599,10599,4264,Quesitos
1209:4263:4264:10600,10600,4264,Impedimento
1209:4263:4264:10601,10601,4264,Suspeição
1209:4263:4271:10602,10602,4271,Condicional do processo
1209:4263:4271:10603,10603,4271,Parcelamento de crédito tributário
1209:10604,10604,1209,Investigação Penal
1209:10604:10605,10605,10604,Competência do MP
1209:10604:10606,10606,10604,Cerceamento de Defesa
1209:10604:10607,10607,10604,Quebra do Sigilo Bancário
1209:10604:10608,10608,10604,Quebra do Sigilo Fiscal
1209:10604:10609,10609,10604,Quebra do Sigilo Telefônico
1209:10604:10610,10610,10604,Trancamento
287:10620:10612,10612,10620,Tipicidade
287:10620:10613,10613,10620,Excludentes
287:10620:10612:10614,10614,10612,Abolitio Criminis
287:10620:10612:10615,10615,10612,Princípio da Insignificância
287:10620:10613:10616,10616,10613,Legítima Defesa
287:10620:10613:10617,10617,10613,Estado de Necessidade
287:10620:10613:10618,10618,10613,Estrito Cumprimento do Dever Legal
287:10620:10613:10619,10619,10613,Inexigibilidade de Conduta Diversa
287:10620,10620,287,Parte Geral
287:10620:10621,10621,10620,Aplicação da Pena
287:10620:10622,10622,10620,Extinção da Punibilidade
287:10620:10622:10623,10623,10622,Prescrição
287:10620:10622:10624,10624,10622,Perdão
287:10620:10622:10625,10625,10622,Anistia
287:10620:10622:10626,10626,10622,Indulto
287:10620:10622:10627,10627,10622,Pagamento ou Parcelamento do Crédito Tributário
287:10620:10621:10628,10628,10621,Substituição da Pena
1209:4263:10630,10630,4263,Transação
1209:4291:10631,10631,4291,Desaforamento
1209:10632,10632,1209,Prisão Temporária
287:10620:10621:10633,10633,10621,Regime inicial
287:10620:10634,10634,10620,Suspensão condicional da pena
1209:7942:7791:10635,10635,7791,Progressão de Regime
1209:7942:7791:10636,10636,7791,Livramento condicional
1209:7942:7791:10637,10637,7791,Remição
9985:10219:10288:10638,10638,10288,Acumulação de Proventos
1209:4263:10640,10640,4263,Prisão Decorrente de Sentença Condenatória
1209:7942:10641,10641,7942,Penas do Código Penal Militar
287:10620:10642,10642,10620,Efeitos da Condenação
287:10620:10642:10643,10643,10642,Perda da Função Pública
287:10620:10642:10644,10644,10642,Perda de Bens e Valores
9985:10645,10645,9985,Controle de Constitucionalidade
9985:10645:10646,10646,10645,Inconstitucionalidade Material
9985:10645:10647,10647,10645,Processo Legislativo
8826:8828:8829:10651,10651,8829,Competência dos Juizados Especiais
8826:8828:8829:10652,10652,8829,Competência da Justiça do Trabalho
8826:8828:8829:10653,10653,8829,Competência da Justiça Federal
8826:8828:8829:10654,10654,8829,Competência da Justiça Estadual
8826:8842:8874:10655,10655,8874,Honorários Advocatícios
8826:8842:8874:10656,10656,8874,Honorários Advocatícios em Execução Contra a Fazenda Pública
8826:8842:8874:10657,10657,8874,Honorários Advocatícios em FGTS 
8826:8842:8874:10658,10658,8874,Custas
8826:8883:8884:10659,10659,8884,Suspeição
8826:8883:8884:10660,10660,8884,Impedimento
14:5916:5917:10661,10661,5917,Incidência sobre Abono de Permanência
9985:10219:10288:10662,10662,10288,Abono de Permanência
8826:9045:10666,10666,9045,Regularidade Formal
9985:10219:10288:10667,10667,10288,Gratificações Estaduais Específicas
8826:9045:9060:10668,10668,9060,Fac-símile
8826:9045:9060:10669,10669,9060,Protocolo Integrado / Descentralizado
8826:9148:10670,10670,9148,Obrigação de Entregar
8826:9148:10671,10671,9148,Obrigação de Fazer / Não Fazer
8826:9148:10672,10672,9148,Precatório
8826:9148:10673,10673,9148,Requisição de Pequeno Valor - RPV
9985:10186:10187:10675,10675,10187,Quinto Constitucional
8826:9148:10670:10676,10676,10670,Imissão na Posse
8826:9148:10670:10677,10677,10670,Busca e Apreensão
8826:9148:10672:10678,10678,10672,Sequestro de Verbas Públicas
8826:9148:10672:10679,10679,10672,Fracionamento
8826:9148:10672:10680,10680,10672,Crédito Complementar
9985:10186:10213:10681,10681,10213,Aposentadoria / Pensão Especial
8826:9148:10683,10683,9148,Fato Superveniente ao Término do Prazo para Impugnação
8826:9148:9149:10684,10684,9149,Juros
8826:9148:9149:10685,10685,9149,Correção Monetária
8826:9148:10686,10686,9148,Multa Cominatória / Astreintes
8826:9148:9149:10687,10687,9149,Taxa SELIC
9633:10688,10688,9633,Medidas Sócio-educativas
14:5916:5917:10689,10689,5917,Correção da Tabela
14:5916:10690,10690,5916,IPMF - Imposto Provisório sobre Movimentação Financeira
1209:4263:4271:10691,10691,4271,Questão Prejudicial
9985:10157:10692,10692,10157,Tribunal de Contas
9985:10219:10220:10239:10693,10693,10239,Cargo em Comissão
9985:10219:10695,10695,10219,Categorias Especiais de Servidor Público
9985:10219:10695:10696,10696,10695,Professor
9985:10219:10695:10697,10697,10695,Procuradores de Órgãos / Entidades Públicos
9985:10219:10695:10698,10698,10695,Serventuários da Justiça
9985:10219:10288:10221:10699,10699,10221,Extensão de Vantagem aos Inativos
9985:10219:10258:10261:10700,10700,10261,Contagem em Dobro
9985:10219:10258:10261:10701,10701,10261,Pagamento em Pecúnia
9985:10219:10313:10318:10702,10702,10318,"Índice de 3,17%"
9985:10219:10313:10318:10703,10703,10318,"Índice de 11,98%"
9985:10219:10288:10705,10705,10288,Subteto Salarial
9985:10219:10288:10706,10706,10288,Gratificações Municipais Específicas
9985:10219:10288:10667:10707,10707,10667,Gratificação de Encargos Especiais - GEE
9985:10219:10288:10667:10708,10708,10667,Gratificação de Estímulo à Produção Individual - GEPI
9985:10219:10288:10667:10709,10709,10667,Gratificação Estadual - AM
9985:10219:10288:10667:10710,10710,10667,Adicional de Etapa Alimentar
9985:10219:10288:10667:10711,10711,10667,Gratificação de Suporte às Atividades Escolares - GSAE
9985:10219:10288:10667:10712,10712,10667,Gratificação por Trabalho Educacional - GTE
9985:10219:10288:10667:10713,10713,10667,Gratificação de Suporte Administrativo - GASA
9985:10219:10288:10667:10714,10714,10667,Gratificação-Prêmio
9985:10219:10288:10667:10715,10715,10667,Gratificação Complementar de Vencimento
9985:10219:10288:10718,10718,10288,Gratificações Por Atividades Específicas
9985:10219:10288:10718:10719,10719,10718,Gratificação de Desempenho de Atividade Técnico Administrativa - GDATA
9985:10219:10288:10718:10720,10720,10718,Gratificação de Desempenho de Atividade Tributária - GDAT
9985:10219:10288:10718:10721,10721,10718,Gratificação de Desempenho de Atividade de Fiscalização Agropecuária - GDAFA
9985:10219:10288:10718:10722,10722,10718,Gratificação de Desempenho de Atividade Jurídica - GDAJ
9985:10219:10288:10718:10723,10723,10718,Gratificação de Atividade - GATA
9985:10219:10288:10718:10724,10724,10718,Gratificação de Incentivo à Docência - GID
9985:10219:10288:10718:10725,10725,10718,Gratificação de Produção Suplementar - GPS
9985:10219:10288:10718:10726,10726,10718,Gratificação Eleitoral
9985:10219:10288:10718:10727,10727,10718,Gratificação de Inatividade
9985:10219:10288:10718:10728,10728,10718,Gratificação Extraordinária - GE
9985:10219:10288:10718:10729,10729,10718,Gratificação de Desempenho de Função - GADF
9985:10219:10288:10730,10730,10288,Adicional de Desempenho
9985:10219:10288:10731,10731,10288,Adicional de Sexta-Parte
9985:10186:10213:10214:10732,10732,10214,Verba de Representação
9985:10324:10337:10341:10733,10733,10341,Extensão de Vantagem aos Inativos
8826:8893:8919:10734,10734,8919,Nulidade - Não Observância da Reserva de Plenário
8826:8938:8942:10735,10735,8942,Ausência de Interesse Processual
8826:8938:8942:10736,10736,8942,Legitimidade para a Causa
8826:8938:8942:10737,10737,8942,Ausência de Pressupostos de Constituição e Desenvolvimento 
8826:9045:10738,10738,9045,Sobrestamento
10739,10739,0,DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF
10739:10740,10740,10739,Partido Político
10739:10740:10741,10741,10740,Criação do Partido Político
10739:10740:10743,10743,10740,Registro do Partido Político
10739:10740:10744,10744,10740,Extinção do Partido Político
10739:10740:10745,10745,10740,Filiação partidária
10739:10740:10746,10746,10740,Convenção para escolha de candidatos
287:3603:3654:10747,10747,3654,Inscrição fraudulenta 
287:3603:3654:10748,10748,3654,Calúnia
287:3603:3654:10749,10749,3654,Difamação
287:3603:3654:10750,10750,3654,Injúria
287:3603:3654:10751,10751,3654,Captação ilícita de votos ou corrupção eleitoral
287:3603:3654:10752,10752,3654,Aliciamento eleitoral
287:3603:3654:10753,10753,3654,Falso eleitoral
287:3603:3654:10754,10754,3654,Desobediência à determinações da Justiça Eleitoral
287:3603:3654:10755,10755,3654,Boca de urna
287:3603:3654:10756,10756,3654,Indução à inscrição indevida
10739:10740:10757,10757,10740,Fidelidade partidária
10739:10760,10760,10739,Plebiscito
10739:10762,10762,10739,Referendo popular
10739:10763,10763,10739,Eleição
10739:10763:10764,10764,10763,Sistema Majoritário / Proporcional
10739:10763:10765,10765,10763,Número de vagas
10739:10763:10766,10766,10763,Eleitor
10739:10763:10767,10767,10763,Registro da candidatura
10739:10763:10768,10768,10763,Campanha Eleitoral
10739:10763:10769,10769,10763,Pleito
10739:10763:10770,10770,10763,Diplomação
10739:10763:10765:10771,10771,10765,fixação
10739:10763:10765:10772,10772,10765,aumento
10739:10763:10765:10773,10773,10765,redução
10739:10763:10766:10774,10774,10766,Alistamento
10739:10763:10766:10775,10775,10766,Domicílio eleitoral
10739:10763:10766:10776,10776,10766,Isenção do dever eleitoral
10739:10763:10766:10777,10777,10766,Justificação de ausência de voto
10739:10763:10766:10774:10778,10778,10774,Cancelamento da inscrição de eleitor
10739:10763:10767:10779,10779,10767,Desincompatibilização do candidato
10739:10763:10767:10780,10780,10767,Inelegibilidade
10739:10763:10767:10781,10781,10767,Reeleição
10739:10763:10767:10782,10782,10767,Cassação do registro da candidatura
10739:10763:10767:10783,10783,10767,Anistia
10739:10763:10768:10784,10784,10768,Propaganda eleitoral
10739:10763:10768:10785,10785,10768,Direito de resposta
10739:10763:10768:10786,10786,10768,Prestação de contas
10739:10763:10768:10787,10787,10768,Pesquisa eleitoral
10739:10763:10768:10788,10788,10768,Abuso do poder econômico
10739:10763:10768:10789,10789,10768,Abuso do poder político (uso indevido dos meios de comunicação)
10739:10763:10768:10790,10790,10768,Uso de bem público
10739:10763:10769:10791,10791,10769,Sistema eletrônico de votação
10739:10763:10769:10792,10792,10769,Sigilo na votação
10739:10763:10769:10793,10793,10769,Apuração/recontagem de votos
10739:10763:10769:10794,10794,10769,Nulidade da votação
10739:10763:10769:10795,10795,10769,Quociente eleitoral
10739:10763:10769:10796,10796,10769,Transporte em dia de eleição
10739:10763:10769:10797,10797,10769,Boca de urna
10739:10763:10770:10798,10798,10770,Cassação do diploma
10739:10763:10770:10799,10799,10770,Sustação da diplomação
10739:10800,10800,10739,Mandato
10739:10800:10801,10801,10800,Prestação de contas
10739:10800:10802,10802,10800,Declaração de inelegibilidade
10739:10800:10803,10803,10800,Impugnação de mandato eletivo
10739:10800:10804,10804,10800,Perda do mandato
10739:10800:10805,10805,10800,Recondução
10739:10800:10806,10806,10800,Suspensão de mandato
10739:10800:10807,10807,10800,Convocação de suplente
10739:10800:10808,10808,10800,Renúncia
10739:10800:10809,10809,10800,Extinção do mandato
10739:10800:10810,10810,10800,Afastamento do cargo
10739:10800:10811,10811,10800,Cassação de mandato
10739:10800:10809:10812,10812,10809,Por cumulação de cargos
10739:10800:10809:10813,10813,10809,Por condenação criminal
10739:10800:10809:10814,10814,10809,Por suspensão dos direitos políticos
287:3603:3654:10815,10815,3654,Desordem eleitoral
287:3603:3654:10816,10816,3654,Falsificação de documento público para fins eleitorais
287:3603:3654:10817,10817,3654,Uso de documento falso
287:3603:3654:10818,10818,3654,Obtenção de documento falso
287:3603:3654:10819,10819,3654,Aliciamento de eleitores
287:3603:3654:10820,10820,3654,Divulgação de pesquisa de fraudulenta
287:3603:3654:10821,10821,3654,Impedimento à fiscalização das pesquisas
287:3603:3654:10822,10822,3654,Publicação de pesquisa irregular
287:3603:3654:10823,10823,3654,Uso de símbolos governamentais em propaganda eleitoral
287:3603:3654:10824,10824,3654,Coação eleitoral
287:3603:3654:10825,10825,3654,Aliciamento violento de eleitores
287:3603:3654:10826,10826,3654,Aliciamento comercial de eleitores
287:3603:3654:10827,10827,3654,Ocultação de urna
287:3603:3664:10830,10830,3664,Motim
287:3603:3664:10831,10831,3664,Pederastia ou outro ato de libidinagem
287:3603:3664:10832,10832,3664,Roubo
287:3603:3664:10833,10833,3664,Estelionato
287:3603:3664:10834,10834,3664,Incêndio
287:3603:3664:10835,10835,3664,Peculato
287:3603:3664:10836,10836,3664,Concussão
287:3603:3664:10837,10837,3664,Corrupção ativa
287:3603:3664:10838,10838,3664,Prevaricação
287:3603:3664:10839,10839,3664,Deserção
287:3603:3664:10840,10840,3664,Homicídio
287:3603:3664:10841,10841,3664,Lesões Corporais
287:3603:3664:10841:10842,10842,10841,Lesão levíssima
287:3603:3664:10843,10843,3664,Difamação
287:3603:3664:10844,10844,3664,Injúria
287:3603:3664:10840:10845,10845,10840,Homicídio simples
287:3603:3664:10840:10846,10846,10840,Homicídio qualificado
287:3603:3664:10841:10847,10847,10841,Leve
287:3603:3664:10841:10848,10848,10841,Grave
287:3603:3664:10841:10849,10849,10841,Lesões qualificadas pelo resultado
287:3603:3664:10832:10850,10850,10832,Roubo simples
287:3603:3664:10832:10851,10851,10832,Roubo qualificado
287:3603:3664:10852,10852,3664,Latrocínio
9985:10219:10695:10854,10854,10695,Auditores Fiscais
899:7681:7691:10855,10855,7691,Comissão de Permanência
9985:10028:10064:10069:10856,10856,10069,Prescrição por Médico não vinculado ao SUS
9985:10219:10288:10718:10857,10857,10718,Gratificação de Desempenho de Atividade de Seguridade Social e do Trabalho - GDASST
9985:10219:10288:10718:10858,10858,10718,Gratificação de Desempenho de Atividade de Ciência e Tecnologia - GDACT
8826:9148:10573:10859,10859,10573,Alimentos
8826:9148:10573:10860,10860,10573,Depositário Infiel
8826:9148:10573:10861,10861,10573,Alienação Fiduciária
9985:10136:10146:10862,10862,10146,Proibição de Privilégio Fiscal às Empresas Públicas e Sociedades de Economia Mista
8826:8938:8942:10736:10863,10863,10736,Ausência de Legitimidade para propositura de Ação Civil Pública
1209:7942:7791:10635:10864,10864,10635,Crimes Hediondos
1209:4263:4264:10865,10865,4264,Cerceamento de Defesa
1209:4263:4264:10866,10866,4264,Ausência de Publicidade
1209:4263:4264:10867,10867,4264,Ausência de Fundamentação
9985:10157:10868,10868,10157,Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos
8826:9148:10672:10869,10869,10672,Parcela Incontroversa
9985:9991:9992:10870,10870,9992,Cancelamento / Duplicidade de CPF
14:5916:5945:10871,10871,5945,Não Cumulatividade
14:5916:5946:10872,10872,5946,Nao Cumulatividade
14:6031:6033:6035:10873,10873,6035,Não Cumulatividade
14:6031:6033:6039:10874,10874,6039,Não Cumulatividade
9985:10219:10288:10291:10875,10875,10291,Base de Cálculo
9985:10219:10695:10877,10877,10695,Policiais Civis
9985:10219:10254:10878,10878,10254,Especial
195:6160:10879,10879,6160,Limite de Renda Familiar
8826:9148:10880,10880,9148,Cumprimento Provisório de Sentença
9985:10219:10220:10881,10881,10220,Nepotismo
9985:10219:10288:10301:10883,10883,10301,Fruição / Gozo
9985:10219:10288:10301:10884,10884,10301,Indenização / Terço Constitucional
8826:9148:10672:10885,10885,10672,Liquidação Parcelada
9985:10120:10886,10886,10120,Nulidade do Decreto que autoriza a desapropriação
14:6017:10887,10887,6017,Ausência de Cobrança Administrativa Prévia
9985:9991:9992:10888,10888,9992,Inscrição Indevida no CADIN
9985:10645:10889,10889,10645,Efeitos da Declaração de Inconstitucionalidade
1209:4263:4264:10890,10890,4264,Vício Formal do Julgamento
1209:10891,10891,1209,Habeas Corpus - Cabimento
9985:10028:10064:10069:10892,10892,10069,Medicamento / Tratamento / Cirurgia de Eficácia não comprovada
9985:10219:10288:10302:10893,10893,10302,Base de Cálculo
9985:9997:10894,10894,9997,Abuso de Poder
1209:4291:10897,10897,4291,Competência dos Juizados Especiais
1209:4291:10898,10898,4291,Competência da Justiça Federal
1209:4291:10899,10899,4291,Competência da Justiça Estadual
1209:4291:10900,10900,4291,Competência por Prerrogativa de Função
8826:8828:8829:10901,10901,8829,Competência por Prerrogativa de Função
1209:4263:10902,10902,4263,Excesso de prazo para instrução / julgamento
14:5916:5945:10903,10903,5945,Incidência sobre desconto incondicional
1209:10904,10904,1209,Prisão Domiciliar / Especial
9985:10028:10073:10905,10905,10073,Passe livre em transporte
1209:7942:7791:10906,10906,7791,Regressão de Regime
1209:7942:7791:10907,10907,7791,Transferência de Preso
1209:7942:10908,10908,7942,Execução Penal Provisória - Cabimento
1209:4291:10909,10909,4291,"Imunidade em razão de função, ofício ou profissão"
9985:10324:10325:10910,10910,10325,Transferência de Unidade
1209:10912,10912,1209,Medidas Assecuratórias
1209:10912:10913,10913,10912,Indisponibilidade / Seqüestro de Bens
1209:10912:10914,10914,10912,Busca e Apreensão de Bens
287:3369:10915,10915,3369,Aborto
287:3369:10915:10917,10917,10915,Aborto provocado pela gestante ou com o seu consentimento
287:3369:10915:10918,10918,10915,Aborto provocado por terceiro
287:3369:10915:10919,10919,10915,Aborto qualificado
6191:6203:10921,10921,6203,"Restituição de Criança, Convenção de Haia 1980"
14:6017:10922,10922,6017,Cobrança de Multa Moratória de Massa Falida
14:6017:10923,10923,6017,Cobrança de Juros Moratórios de Massa Falida
899:9616:4993:10924,10924,4993,Depósito Elisivo
1209:4263:10925,10925,4263,Provas
1209:4263:10925:10926,10926,10925,Prova Ilícita
9985:9997:10015:10928,10928,10015,Competência do Órgão Fiscalizador
9985:10157:10930,10930,10157,Município
9985:10157:10930:10931,10931,10930,Criação
9985:10157:10930:10932,10932,10930,Desmembramento
1209:4368:10935,10935,4368,Desclassificação
899:5626:10577:10936,10936,10577,Guarda com genitor ou responsável no exterior
8826:8893:10938,10938,8893,Citação
8826:8893:10939,10939,8893,Intimação / Notificação
8826:8960:8990:10940,10940,8990,Depoimento
9633:9964:10941,10941,9964,Viagem Nacional
1156:7771:7752:10945,10945,7752,Expurgos Inflacionários / Planos Econômicos
9985:10219:10313:10946,10946,10313,Correção Monetária de Diferenças Pagas em Atraso
14:5916:5945:10947,10947,5945,Princípio da Seletividade
899:5626:10948,10948,5626,Violência Doméstica Contra a Mulher
287:10949,10949,287,Violência Doméstica Contra a Mulher
287:10950,10950,287,Crime / Contravenção contra Criança / Adolescente
287:10951,10951,287,Crime / Contravenção contra Idoso
287:10952,10952,287,Fato Atípico
9985:10954,10954,9985,Orçamento
9985:10954:10955,10955,10954,Criação de Dotação Orçamentária
9985:10954:10956,10956,10954,Repasse de Duodécimos
9985:10954:10957,10957,10954,Repasse de Verbas Públicas
9985:10954:10958,10958,10954,Crédito Suplementar
14:5986:6008:10959,10959,6008,Exclusão - Receitas Transferidas a outras Pessoas Jurídicas
287:3547:10982,10982,3547,"\""Lavagem\"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
287:5872:10983,10983,5872,"\""Lavagem\"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
287:5873:10984,10984,5873,"\""Lavagem\"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
287:3603:10985,10985,3603,Crimes contra a Ordem Tributária praticado por Funcionário Público
287:3603:3618:10986,10986,3618,Crime contra a administração ambiental
287:3603:3607:10987,10987,3607,Tráfico Ilícito de Drogas praticado por Funcionário Público
287:5875:10988,10988,5875,Má gestão
287:5875:10988:10989,10989,10988,Má -gestão praticada por Prefeitos e Vereadores
287:5875:10990,10990,5875,Má-gestão praticada por Prefeitos e Vereadores
287:5875:10991,10991,5875,Corrupção Praticada por Prefeitos e Vereadores
287:3523:10992,10992,3523,Adulteração de Sinal Identificador de Veículo Automotor por Funcionário Público
287:3523:10993,10993,3523,Petrechos de Falsificação de Papéis Públicos por Funcionário Público
287:3523:10994,10994,3523,Petrechos para falsificação de moeda por Funcionário Público
287:3523:10995,10995,3523,Falsidade ideológica praticada por Funcionário Público
287:3523:10996,10996,3523,Falsificação de documento Público praticado por Funcionário Público
287:3523:10996:10997,10997,10996,Falsificação de documento público praticada por Funcionário Público
287:3523:10998,10998,3523,Falsificação de documento Público praticada por Funcionário Público
8826:9045:10999,10999,9045,Conversão em Agravo Retido
899:7681:9580:9593:11000,11000,9593,Cobrança de Aluguéis - Sem despejo
899:7681:9580:9593:11001,11001,9593,Consignação de Chaves
287:3523:11004,11004,3523,Falsificação do Selo ou Sinal Público Praticado por Funcionário Público
287:3523:11005,11005,3523,Falsificação de Papéis Públicos Praticado por Funcionário Público
287:3523:11006,11006,3523,Crime de Desvio e/ou Circulação de Moeda Não Autorizada
287:3523:11007,11007,3523,Crime de Moeda Falsa Praticado por Funcionário Público
8826:8828:8829:11047,11047,8829,Competência da Justiça Militar da União
8826:8828:8829:11048,11048,8829,Competência da Justiça Militar dos Estados
11049:11054,11054,11049,Menagem
11049:11053:11055,11055,11053,Competência da Justiça Militar da União
11049:11053:11056,11056,11053,Competência da Justiça Militar Estadual
11049:11052:11057:11058,11058,11057,Cassação de licença para direção de veículo motorizado
11049:11052:11057:11059,11059,11057,Confisco
11049:11052:11057:11060,11060,11057,Exílio local
11049:11052:11057:11061,11061,11057,Interdição de estabecimento  ou associação
11049:11052:11057:11062,11062,11057,Proibição de frequentar determinados locais
11049:11052:11057:11063,11063,11057,"Suspensão do exercício do posto, graduação, cargo ou função"
11049:11051:11064,11064,11051,Representação do Corregedor
11049:11051:11065,11065,11051,Requerimento da Parte
11049:11050:11066:11067,11067,11066,Irregularidade na composição do Conselho
11068:11069,11069,11068,Crime Culposo
11068:11070,11070,11068,Crime em tempo de guerra
11068:11071,11071,11068,Crime Tentado
11068:11080:11085,11085,11080,Livramento Condicional
11068:11080:11087,11087,11080,Suspensão Condicional da Pena
11068:11080:11088:11089,11089,11088,Abolitio criminis
11068:11080:11088:11090,11090,11088,Princípio da Insignificância
11068:11080:11086:11091,11091,11086,Exclusão das Forças Armadas
11068:11080:11086:11092,11092,11086,Inabilitação para o exercício de Função Pública
11068:11080:11086:11093,11093,11086,Incompatibilidade para o Oficialato
11068:11080:11086:11094,11094,11086,Indignidade para o Oficialato
11068:11080:11086:11095,11095,11086,Perda da Função Pública
11068:11080:11086:11096,11096,11086,Perda da Graduação das Praças 
11068:11080:11086:11097,11097,11086,Perda do Posto e da Patente
11068:11080:11086:11098,11098,11086,"Suspensão do pátrio poder, tutela ou curatela"
11068:11080:11086:11099,11099,11086,Suspensão dos direitos políticos
11068:11080:11084:11100,11100,11084,Anistia
11068:11080:11084:11101,11101,11084,Indulto
11068:11080:11084:11102,11102,11084,Morte do Agente
11068:11080:11084:11103,11103,11084,Prescrição
11068:11080:11084:11104,11104,11084,Reabilitação
11068:11080:11084:11105,11105,11084,Ressarcimento do Dano
11068:11080:11083:11106,11106,11083,Estado de Necessidade
11068:11080:11083:11107,11107,11083,Estado de Necessidade exculpante
11068:11080:11083:11108,11108,11083,Estrito Cumprimento do Dever Legal
11068:11080:11083:11109,11109,11083,Exercício Regular do Direito
11068:11080:11083:11110,11110,11083,Inexigibilidade de Conduta Diversa
11068:11080:11083:11111,11111,11083,Legítima Defesa
11068:11080:11082:11112,11112,11082,Perda em favor da Fazenda Pública
11068:11080:11082:11113,11113,11082,Reparação do Dano
11068:11080:11081:11114,11114,11081,Conversão da Pena
11068:11080:11081:11115,11115,11081,Substituição da Pena
11068:11079:11119:11120,11120,11119,Criação ou simulação de incapacidade física
11068:11079:11119:11121,11121,11119,Favorecimento a convocado
11068:11079:11119:11122,11122,11119,Insubmissão
11068:11079:11119:11123,11123,11119,Insubmissão privilegiada
11068:11079:11119:11124,11124,11119,Substituição de convocado
11068:11079:11118:11125,11125,11118,Exercício de comércio por oficial
11068:11079:11117:11126,11126,11117,Concerto para deserção
11068:11079:11117:11127,11127,11117,Deserção
11068:11079:11117:11128,11128,11117,Deserção - casos assimilados
11068:11079:11117:11129,11129,11117,Deserção especial
11068:11079:11117:11130,11130,11117,Deserção por evasão ou fuga
11068:11079:11117:11131,11131,11117,Deserção privilegiada
11068:11079:11117:11132,11132,11117,Deserção qualificada
11068:11079:11117:11133,11133,11117,Favorecimento a desertor
11068:11079:11117:11134,11134,11117,Omissão de Oficial
11068:11079:11116:11135,11135,11116,Abandono de posto
11068:11079:11116:11136,11136,11116,Descumprimento de missão
11068:11079:11116:11137,11137,11116,Dormir em serviço
11068:11079:11116:11138,11138,11116,Embriaguez em serviço
11068:11079:11116:11139,11139,11116,Omissão de eficiência da força
11068:11079:11116:11140,11140,11116,Omissão de providências para evitar danos
11068:11079:11116:11141,11141,11116,Omissão de providências para salvar comandados
11068:11079:11116:11142,11142,11116,Omissão de socorro
11068:11079:11116:11143,11143,11116,Retenção indevida
11068:11078:11151:11152,11152,11151,Alteração de Limites 
11068:11078:11151:11153,11153,11151,"Aposição, supressão ou alteração de marca"
11068:11078:11150:11154,11154,11150,Usura pecuniária
11068:11078:11149:11155,11155,11149,Chantagem
11068:11078:11149:11156,11156,11149,Extorsão 
11068:11078:11149:11157,11157,11149,Extorsão indireta
11068:11078:11149:11158,11158,11149,Extorsão mediante sequestro
11068:11078:11149:11159,11159,11149,Latrocínio
11068:11078:11149:11160,11160,11149,Roubo
11068:11078:11149:11161,11161,11149,Roubo qualificado
11068:11078:11148:11162,11162,11148,Receptação
11068:11078:11147:11163,11163,11147,Furto 
11068:11078:11147:11164,11164,11147,Furto de uso
