EVENT_LOG,PRECISION,FITNESS,FILTER_FREQ,FILTER_RAND,TOTAL_TRACES,DISCOVERY_ALG,EDIT_DISTANCE,EDIT_DISTANCE_WEIGHTED,EDIT_DISTANCE_WEIGHTED_MODIF,EDIT_DISTANCE_WEIGHTED_FIT,ALIGNMENT_DFG,DIST_NODES_PERCENT,DIST_EDGES_PERCENT,DIST_EDGES_WEIGHTED_FIT,DIST_EDGES_BTW,DIST_EDGES_CC,DIST_EDGES_DEGREE,CLUST_DIFF,CLUST_MAX_DIFF,DEGREE_DIFF,DEGREE_MAX_DIFF,BETWEEN_DIFF,BETWEEN_MAX_DIFF,ASSORT_DIFF,ENTROPY_DIFF,ENTROPY_DIFF_BTW,EXCEEDING_EDGES,EXCEEDING_EDGES_BTW,EXCEEDING_EDGES_CC,EXCEEDING_EDGES_DEGREE,FOURIER_ENTROPY_DIFF,FOURIER_ENTROPY_DIFF_WEIGHTED,CLUST_DIFF_WEIGHTED,BETWEEN_DIFF_WEIGHTED,BETWEEN_DIFF_WEIGHTED_NORM,PN_SILENT_TRANS,PN_TRANS,PN_PLACES,PN_ARCS_MEAN,PN_ARCS_MAX,PN_SIMPLICITY,PN_GENERALIZATION,LOG_BTW_MAX,LOG_BTW_MEDIAN,LOG_BTW_ENTROPY,LOG_CC_MAX,LOG_CC_MEDIAN,LOG_CC_ENTROPY,LOG_DEGREE_MAX,LOG_DEGREE_MEDIAN,LOG_DEGREE_ENTROPY,LOG_LINK_DENSITY,LOG_NODE_DEGREE_RATIO,LOG_FOURIER_ENTROPY,LOG_TRACES,LOG_VARIANTS,LOG_ACTIVITIES
BPI_Challenge_2020_PrepaidTravelCost.xes.gz,0.6796,0.9142,-1.0,-1.0,2099.0,ETM,-1,-1,-1,-1,0.7670391776343816,0.9188405797101448,0.9357638888888888,0.24280675700761026,0.244875,0.24322399999999997,0.24635700000000002,-0.0254,-1.0,0.0532,-16,-1,-1,-0.1188,0.1688,-1,1.7011323556710602,0.10313800000000001,0.102479,0.103045,-2.5518,-2.3695,0.0339926652284274,-1,-1,16,16,26,3.6923,11,0.4328,-1,0.3958,0.0533,3.8742,0.0118,0.0039,4.5561,2279,158.0,4.72,0.2007,0.1779,3.4342,2099,202,29
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR.xes,0.9136,0.7809,-1.0,-1.0,513.0,ETM,-1,-1,-1,-1,0.5688418961797509,0.8803680981595092,0.9176954732510288,0.4321285140562249,0.436173,0.43521899999999997,0.435317,0.0614,0.0,-0.33,-8,-1,-1,0.1332,-0.3982,-1,0.11332603139832055,0.025751,0.02576,0.025656,-2.4096,-2.9537,-0.18508565861806725,-1,-1,20,28,43,2.6512,11,0.6642,-1,0.43,0.0458,3.6691,0.0192,0.0063,4.0188,3997,154.0,4.3168,0.2411,0.1885,3.4201,513,395,23
Road_Traffic_Fine_Management_Process.xes.gz,0.8264,0.8706,-1.0,-1.0,150370.0,ETM,-1,-1,-1,-1,0.4921340646246587,0.8924731182795699,0.9221411192214112,0.3687952019018295,0.37852199999999997,0.369344,0.38753899999999997,0.0858,-0.5,0.7004,-9,-1,-1,-0.0493,-0.2368,-1,0.3642854751222127,0.033372000000000006,0.03327,0.033489,-2.4986,-2.4073,-0.04337111896989551,-1,-1,6,8,10,2.8,4,0.75,-1,0.3,0.0667,2.5503,0.0333,0.0045,3.0958,150370,4188.0,3.2776,0.6364,0.1571,2.3445,150370,231,11
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB.xes,0.9656,0.5378,-1.0,-1.0,229.0,ETM,-1,-1,-1,-1,0.17462310651082386,0.9457755359394704,0.9736691471093304,0.7926021347073896,0.797027,0.793561,0.7962229999999999,-0.0245,-0.5,-0.9424,-72,-1,-1,0.0753,-1.3549,-1,0.012513801987486202,0.003442,0.003433,0.0034340000000000004,-4.8695,-4.1537,0.29958992747775703,-1,-1,8,51,53,2.5283,11,0.7179,-1,0.3861,0.0543,4.2534,0.0505,0.0189,3.8788,929,72.5,4.3213,0.2923,0.1267,3471,229,227,28
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO.xes,0.8301,0.4672,-1.0,-1.0,43.0,ETM,-1,-1,-1,-1,0.16947804374840592,0.94896331738437,0.9679752066115702,0.8839972047519358,0.8866639999999999,0.885877,0.886777,-0.0069,-0.5,-0.3576,-15,-1,-1,0.2866,-0.7586,-1,0.023759608665269043,0.006867,0.006823,0.006823,-4.1841,-4.0695,0.21536747192296427,-1,-1,11,30,38,2.5789,11,0.6752,-1,0.2809,0.0119,4.8145,0.0463,0.0182,4.3713,161,13.0,4.1562,0.1768,0.1489,3.8181,43,41,39
BPI_Challenge_2013_incidents.xes.gz,,,,,,ETM,-1,-1,-1,-1,0.0,0.9885057471264368,1.0,1.0000000000000004,1.063985,1.048051,1.053696,0.0287,0.0,-0.0224,26,-1,-1,-0.0358,-0.4604,-1,5.601248469590104,0.104572,0.093862,0.100536,1.0491,857,0.19876979219561086,-1,-1,14,10,17,3.7647,11,0.4713,-1,0.8333,0.3333,1.5,0.0547,0.0276,1.0,40109,8932.5,2.0,0.9167,0.3636,1.5554,7554,1511,4
5a_VARA_CIVEL_-_TJMT.xes,963,0.4877,-1.0,-1.0,29.0,ETM,-1,-1,-1,-1,0.10230729159748256,0.8934240362811792,0.912981455064194,0.7754911131899008,0.779928,0.7775449999999999,0.7790630000000001,0.0262,0.0,0.0774,-14,-1,-1,0.3171,0.3493,-1,0.1739943872778297,0.033047,0.033042,0.033003,-3.1838,-3.0603,0.02056831188208896,-1,-1,15,60,66,2.5152,11,0.7382,-1,0.4127,0.0183,4257,0.0456,0.0191,4.4004,245,11.0,4064,0.1563,0.1882,3.8768,29,29,35
BPI Challenge 2017.xes.gz,0.9033,-1.0,-1.0,-1.0,31509.0,ETM,-1,-1,-1,-1,0.6675223791875717,0.9143897996357012,0.9476228847703464,0.4411979247632758,0.443325,0.44249799999999995,0.442993,0.0542,0.0,-0.3957,-10,-1,-1,0.0859,-0.5388,-1,0.15605359946291208,0.028551999999999998,0.028499,0.028488,-3.2955,-3.3804,-0.18659038891598947,-1,-1,27,29,51,2.6275,11,0.6646,-1,0.5217,0.0392,3.7138,0.0322,0.0031,4.6235,196834,27333.0,4.4697,0.2738,0.1461,3.2185,31509,15930,26
BPI_Challenge_2020_DomesticDeclarations.xes.gz,0.7056,0.9663,-1.0,-1.0,10500.0,ETM,-1,-1,-1,-1,0.907659945563308,0.8433734939759037,0.9357638888888888,0.08785977061242155,0.09265,0.08866,0.09035,-0.0601,-0.3333,1.8264,31,-1,-1,0.1713,1.0299,-1,10.060549664574767,0.256702,0.23806799999999997,0.244538,0.6394,0.9173,-0.004314746985205358,-1,-1,27,12,32,3.9375,11,0.3923,-1,0.8583,0.0542,3.2869,0.0612,0.0051,3.3816,11531,289.0,3.8078,0.1434,0.4359,2.9261,10500,99,17
Sepsis Cases - Event Log.xes.gz,0.8582,0.7753,-1.0,-1.0,1050.0,ETM,-1,-1,-1,-1,0.36739755568394256,0.7833333333333333,0.8691588785046729,0.5228748940977155,0.525781,0.523885,0.526285,-17,-0.5,-0.3605,-18,-1,-1,0.0073,-0.5446,-1,0.6828579497317144,0.045843,0.045696,0.045869,-2.5185,-2.0234,-0.020223469477185813,-1,-1,62,24,77,3.7143,11,0.3985,-1,0.3849,0.1377,3.5778,0.0334,0.0238,3.5778,3339,738.5,4.0,0.4792,0.1391,2.9654,1050,846,16
BPI_Challenge_2013_open_problems.xes.gz,,,,,,ETM,-1,-1,-1,-1,0.0,0.9937106918238994,1.0,1.0000000000000004,1.105968,1.028135,1.272455,-0.0582,-0.3214,2358,117,-1,-1,0.3081,-434,-1,51.14049586776846,0.395725,0.331083,0.5322359999999999,2.6087,2.4982,0.6980151956858187,-1,-1,31,11,31,4.2581,11,0.3822,-1,1.0,0.0,0.9183,0.0,0.0,-0.0,1211,290.0,1585,1.0,0.5,0.9706,819,108,3
